well_id,well_type,Log_Date_Time,FTHP,CHP,ABP,FLT,Battery_Voltage
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:08:49,6.27,4.5299997,5.68,13.3,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:09:30,6.3,4.56,5.71,13.26,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:10:25,5.86,4.66,5.4,14.78,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:11:05,5.87,4.65,5.38,14.38,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:12:00,5.85,4.75,5.65,14.43,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:13:35,5.91,4.71,5.79,13.66,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:14:15,5.93,4.7,6.6,14.92,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:15:10,6.63,4.61,6.62,14.85,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:16:45,6.63,4.66,6.5,13.7,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:17:26,6.69,4.75,6.48,13.75,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:18:21,6.4,5.16,5.81,15.71,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:19:56,5.7799997,5.06,5.82,15.57,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:20:36,5.81,4.99,6.3,15.64,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:21:31,6.09,5.06,6.39,15.15,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:22:11,6.75,4.96,6.36,15.1,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:23:06,6.7799997,4.95,6.33,15.61,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:24:41,6.2,4.35,6.22,13.57,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:25:21,6.08,4.41,6.2,13.53,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:26:16,6.06,4.43,5.54,14.54,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:27:51,5.98,4.47,5.7,14.68,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:28:32,6.17,4.79,5.68,14.74,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:29:27,6.2,4.74,5.98,14.8,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:30:07,6.36,4.73,5.96,14.97,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:31:02,6.45,4.63,5.2,13.12,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:32:37,5.94,4.61,5.18,13.89,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:33:17,5.96,4.55,5.09,13.93,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:34:12,5.76,4.56,5.07,13.91,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:35:47,5.8,4.36,5.96,14.49,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:36:27,6.6,4.45,5.93,14.43,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:37:22,6.58,4.44,6.49,15.46,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:38:57,6.55,4.51,6.6,14.44,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:39:38,6.57,4.43,6.63,15.01,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:40:33,6.81,4.77,6.74,13.78,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:41:13,6.7799997,4.79,6.17,13.53,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:42:08,6.01,4.7,6.19,13.48,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:43:43,6.06,4.74,6.09,14.87,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:44:23,6.48,4.73,6.11,13.66,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:45:18,5.76,4.75,6.02,13.71,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:46:53,6.11,4.86,5.56,14.64,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:47:34,6.08,4.26,5.59,14.38,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:48:28,5.9,4.25,6.02,14.43,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:49:09,5.87,4.18,6.48,14.38,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:50:04,6.67,4.24,6.07,14.44,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:51:39,6.71,3.85,6.23,14.34,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:52:19,5.81,3.87,5.71,14.38,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:53:14,6.51,3.94,5.47,14.6,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:54:49,6.45,3.66,5.7799997,14.71,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:55:29,6.48,3.6399999,5.56,13.17,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:56:24,6.57,3.73,5.05,14.06,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:57:05,6.66,3.71,4.98,14.11,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:58:00,6.15,3.73,5.64,14.04,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:59:35,6.07,3.67,6.2,14.73,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:00:15,6.23,3.68,5.99,14.79,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:01:10,5.6,3.35,5.27,13.58,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:02:45,6.39,3.24,5.37,14.44,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:03:25,6.45,3.23,5.27,14.38,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:04:20,6.32,3.16,5.22,13.96,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:05:55,6.67,3.41,5.61,14.39,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:06:35,6.69,3.37,4.98,14.34,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:07:30,6.2,3.42,4.9,15.32,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:08:11,6.23,3.43,5.59,14.65,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:09:06,6.43,3.5,5.18,14.72,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:10:41,6.19,3.78,5.11,13.63,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:11:21,6.6,3.8,5.44,13.57,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:12:16,6.36,4.09,5.59,15.03,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:13:51,6.43,3.63,5.84,13.96,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:14:31,6.45,4.1,5.74,14.02,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:15:26,6.51,4.09,6.25,13.96,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:16:06,6.54,4.1,6.23,15.46,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:17:01,6.2,4.17,6.3,13.62,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:18:37,5.67,3.72,6.38,14.42,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:19:17,6.23,3.7,6.36,13.48,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:20:12,6.57,3.95,5.76,13.42,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:21:47,6.3,3.5,5.39,13.44,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:22:27,5.71,3.49,5.32,13.39,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:23:22,6.36,3.53,5.89,13.82,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:24:57,6.65,3.47,5.05,13.82,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:25:37,6.66,3.49,5.07,14.38,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:26:32,6.64,3.56,5.09,13.62,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:27:13,6.66,3.54,5.41,15.19,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:28:08,6.09,3.47,5.61,14.72,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:29:43,5.57,3.5,5.0,13.79,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:30:23,5.59,3.57,5.02,14.83,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:31:18,5.6,3.6399999,4.98,13.63,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:32:53,5.66,3.6399999,5.05,13.63,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:33:33,6.02,3.66,5.07,15.15,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:34:28,5.64,4.16,5.21,14.85,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:35:08,5.99,4.17,5.19,13.03,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:36:03,5.9700003,4.26,5.17,12.99,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:37:39,6.6,4.27,5.14,13.36,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:38:19,6.63,4.25,5.87,13.3,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:39:14,5.89,4.89,6.42,13.04,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:40:49,5.89,5.16,6.1,13.0,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:41:29,6.6,5.48,6.08,12.94,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:42:24,6.19,5.51,6.5299997,13.09,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:43:59,5.64,6.11,5.62,13.34,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:44:39,5.62,6.09,5.68,14.83,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:45:34,5.64,6.09,5.54,14.79,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:46:14,5.71,6.23,5.56,14.83,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:47:10,5.82,6.13,5.05,13.62,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:48:45,6.05,6.61,5.03,14.5,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:49:25,6.02,6.75,4.96,14.43,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:50:20,5.99,6.67,4.94,14.86,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:51:55,6.4,6.76,5.08,12.99,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:52:35,6.42,6.82,5.07,13.03,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:53:30,6.32,6.7799997,5.09,14.54,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:54:10,6.54,6.75,5.56,14.47,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:55:05,6.32,6.83,5.59,14.42,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:56:40,5.76,6.96,6.45,14.72,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:57:20,6.57,6.99,6.48,13.57,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:58:15,6.59,6.88,5.64,13.26,11.16
0814d13e-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:59:51,6.03,5.9700003,5.76,13.94,11.16
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:40:41,5.99,4.79,6.51,17.01,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:41:22,6.1,4.69,6.54,17.08,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:42:16,6.34,4.7,6.52,18.76,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:43:52,6.69,4.73,6.54,17.82,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:44:32,6.81,4.75,6.51,19.69,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:45:27,6.84,4.76,6.1,19.27,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:46:07,6.81,4.81,6.08,17.67,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:47:02,6.14,4.7799997,5.9,17.74,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:48:37,6.63,4.75,5.84,17.33,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:49:18,6.6,4.82,5.82,19.46,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:50:13,6.58,4.84,5.8,19.55,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:51:48,6.83,4.95,6.48,17.68,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:52:28,6.85,5.06,6.51,17.76,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:53:23,7.58,5.04,5.9700003,17.67,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:54:58,7.01,5.08,5.96,19.11,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:55:39,7.06,5.09,6.1,19.06,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:56:34,7.36,5.02,5.95,19.02,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:57:14,7.33,5.0,6.7799997,19.24,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:58:09,6.51,4.83,6.75,19.3,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:59:44,6.57,4.92,6.7200003,17.77,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:00:25,6.6,4.98,6.69,19.73,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:01:19,6.33,4.88,6.4,19.17,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:02:55,6.41,4.92,6.45,19.88,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:03:35,7.27,4.9,6.75,19.96,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:04:30,6.64,4.81,6.75,19.51,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:05:10,7.12,4.74,6.7799997,19.42,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:06:05,7.09,4.7799997,6.83,19.34,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:07:41,6.65,4.69,7.35,19.33,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:08:21,6.6,4.71,7.33,20.05,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:09:16,6.83,4.8,7.38,19.7,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:10:51,6.82,5.37,7.31,18.48,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:11:31,6.85,5.3,7.09,18.43,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:12:26,7.59,5.22,6.9700003,18.75,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:13:07,6.85,5.2,6.94,20.59,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:14:02,6.33,5.26,5.87,19.66,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:15:37,6.59,6.34,6.63,19.73,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:16:17,6.57,6.32,6.57,19.1,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:17:12,6.57,6.57,6.6,19.04,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:18:47,6.44,5.61,6.57,20.28,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:19:28,6.33,5.02,6.6,20.23,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:20:22,6.25,5.04,6.01,20.18,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:21:58,6.2,5.0,6.01,20.18,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:22:38,6.7799997,5.12,5.99,20.27,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:23:33,6.75,4.66,5.96,18.25,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:24:13,6.75,4.64,5.93,18.34,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:25:08,7.2,4.68,5.9,19.19,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:26:43,7.6,4.42,6.0,20.06,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:27:24,6.66,4.41,6.7799997,20.14,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:28:19,6.69,4.5,7.03,20.08,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:29:54,7.45,4.57,7.39,19.0,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:30:34,6.85,4.62,7.41,19.06,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:31:29,6.62,4.69,7.09,18.21,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:32:10,6.6,4.58,7.12,20.05,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:33:05,6.57,4.57,7.09,19.99,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:34:40,6.2,4.52,6.33,19.91,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:35:20,6.18,4.87,6.3,19.06,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:36:15,5.87,4.76,6.33,18.36,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:37:50,5.87,4.8,6.28,19.81,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:38:31,5.85,5.02,6.3,17.89,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:39:26,6.32,5.0,6.7799997,17.98,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:40:06,6.3,4.87,6.81,19.06,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:41:01,7.55,4.73,6.79,18.32,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:42:36,7.64,4.58,6.57,19.25,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:43:16,7.67,4.62,7.27,19.19,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:44:11,7.66,4.64,6.27,19.83,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:45:46,6.9700003,4.7799997,5.7799997,19.71,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:46:27,7.0,4.79,6.05,18.79,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:47:22,7.12,4.68,6.07,18.73,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:48:57,6.3,4.71,5.76,19.92,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:49:37,6.7799997,4.7200003,5.74,19.6,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:50:32,6.88,4.66,5.76,19.53,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:51:13,6.23,4.64,5.74,18.52,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:52:07,5.84,4.71,5.76,19.6,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:53:43,6.28,4.87,6.38,18.52,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:54:23,5.93,4.94,6.36,18.61,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:55:18,5.9,4.96,6.56,18.69,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:56:53,5.88,4.9700003,6.46,18.34,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:57:34,5.9,4.89,6.36,18.39,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:58:28,5.62,4.83,6.7200003,18.3,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:59:09,5.59,4.84,6.48,18.92,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:00:04,5.81,4.85,6.05,18.87,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:01:39,6.8,4.76,5.6,17.7,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:02:19,6.7799997,5.33,5.62,18.34,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:03:14,6.52,5.36,5.6,19.63,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:04:50,6.82,5.28,6.31,18.16,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:05:30,6.45,5.26,6.36,18.07,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:06:25,6.95,4.86,6.28,18.01,11.41
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:07:05,5.99,4.87,5.5299997,18.07,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:08:00,5.9700003,4.76,5.42,18.15,11.53
0822f6bb-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:09:35,6.8,4.92,5.96,17.97,11.53
